1	805.0000	201.0000	0.0000
2	966.0000	834.0000	0.0000
3	963.0000	580.0000	0.0000
4	652.0000	608.0000	0.0000
5	1207.0000	598.0000	0.0000
6	1253.0000	840.0000	0.0000
7	722.0000	712.0000	0.0000
8	978.0000	681.0000	0.0000
9	903.0000	571.0000	0.0000
10	653.0000	524.0000	0.0000
11	1111.0000	453.0000	0.0000
12	1090.0000	596.0000	0.0000
13	665.0000	608.0000	0.0000
14	1152.0000	600.0000	0.0000
15	744.0000	544.0000	0.0000
16	1018.0000	429.0000	0.0000
17	999.0000	470.0000	0.0000
18	661.0000	795.0000	0.0000
19	1078.0000	274.0000	0.0000
20	761.0000	547.0000	0.0000
21	975.0000	523.0000	0.0000
22	981.0000	250.0000	0.0000
23	1281.0000	595.0000	0.0000
24	857.0000	416.0000	0.0000
25	1373.0000	587.0000	0.0000
26	637.0000	689.0000	0.0000
27	937.0000	570.0000	0.0000
28	954.0000	627.0000	0.0000
29	1211.0000	607.0000	0.0000
30	922.0000	535.0000	0.0000
31	948.0000	592.0000	0.0000
32	936.0000	376.0000	0.0000
33	1123.0000	1028.0000	0.0000
34	685.0000	611.0000	0.0000
35	853.0000	654.0000	0.0000
36	987.0000	500.0000	0.0000
37	869.0000	443.0000	0.0000
38	812.0000	558.0000	0.0000
39	1041.0000	671.0000	0.0000
40	880.0000	568.0000	0.0000
41	1339.0000	592.0000	0.0000
42	754.0000	187.0000	0.0000
43	967.0000	605.0000	0.0000
44	794.0000	606.0000	0.0000
45	1265.0000	595.0000	0.0000
46	935.0000	614.0000	0.0000
47	821.0000	1014.0000	0.0000
48	948.0000	638.0000	0.0000
49	914.0000	522.0000	0.0000
50	711.0000	543.0000	0.0000
51	1253.0000	594.0000	0.0000
52	938.0000	586.0000	0.0000
53	1012.0000	441.0000	0.0000
54	1139.0000	598.0000	0.0000
55	1173.0000	390.0000	0.0000
56	638.0000	519.0000	0.0000
57	825.0000	559.0000	0.0000
58	934.0000	285.0000	0.0000
59	795.0000	576.0000	0.0000
60	1023.0000	809.0000	0.0000
61	681.0000	733.0000	0.0000
62	727.0000	863.0000	0.0000
63	908.0000	511.0000	0.0000
64	935.0000	361.0000	0.0000
65	792.0000	554.0000	0.0000
66	848.0000	392.0000	0.0000
67	980.0000	903.0000	0.0000
68	1387.0000	1027.0000	0.0000
69	1040.0000	382.0000	0.0000
70	697.0000	848.0000	0.0000
71	934.0000	311.0000	0.0000
72	1311.0000	593.0000	0.0000
73	1022.0000	593.0000	0.0000
74	703.0000	534.0000	0.0000
75	945.0000	561.0000	0.0000
76	1039.0000	851.0000	0.0000
77	864.0000	566.0000	0.0000
78	860.0000	452.0000	0.0000
79	1244.0000	599.0000	0.0000
80	1228.0000	599.0000	0.0000
81	1026.0000	417.0000	0.0000
82	1135.0000	758.0000	0.0000
83	839.0000	211.0000	0.0000
84	1006.0000	760.0000	0.0000
85	1237.0000	304.0000	0.0000
86	1099.0000	987.0000	0.0000
87	1372.0000	1036.0000	0.0000
88	1270.0000	308.0000	0.0000
89	942.0000	241.0000	0.0000
90	808.0000	671.0000	0.0000
91	1123.0000	599.0000	0.0000
92	760.0000	697.0000	0.0000
93	671.0000	531.0000	0.0000
94	994.0000	587.0000	0.0000
95	1024.0000	261.0000	0.0000
96	1071.0000	314.0000	0.0000
97	646.0000	747.0000	0.0000
98	781.0000	194.0000	0.0000
99	927.0000	237.0000	0.0000
100	1064.0000	703.0000	0.0000
101	1093.0000	277.0000	0.0000
102	1025.0000	528.0000	0.0000
103	904.0000	230.0000	0.0000
104	943.0000	502.0000	0.0000
105	726.0000	175.0000	0.0000
106	1362.0000	319.0000	0.0000
107	818.0000	601.0000	0.0000
108	643.0000	768.0000	0.0000
109	1185.0000	295.0000	0.0000
110	745.0000	562.0000	0.0000
111	1354.0000	589.0000	0.0000
112	1091.0000	722.0000	0.0000
113	885.0000	225.0000	0.0000
114	1125.0000	283.0000	0.0000
115	1291.0000	598.0000	0.0000
116	1004.0000	256.0000	0.0000
117	858.0000	217.0000	0.0000
118	1301.0000	312.0000	0.0000
119	1338.0000	316.0000	0.0000
120	1147.0000	344.0000	0.0000
121	791.0000	431.0000	0.0000
122	1118.0000	962.0000	0.0000
123	1154.0000	288.0000	0.0000
124	963.0000	247.0000	0.0000
125	1040.0000	265.0000	0.0000
126	671.0000	513.0000	0.0000
127	1110.0000	280.0000	0.0000
128	1388.0000	585.0000	0.0000
129	1198.0000	297.0000	0.0000
130	871.0000	221.0000	0.0000
131	1008.0000	772.0000	0.0000
132	976.0000	566.0000	0.0000
133	1175.0000	292.0000	0.0000
134	971.0000	537.0000	0.0000
135	953.0000	577.0000	0.0000
136	959.0000	596.0000	0.0000
137	1114.0000	600.0000	0.0000
138	860.0000	878.0000	0.0000
139	818.0000	1024.0000	0.0000
140	817.0000	736.0000	0.0000
141	1101.0000	594.0000	0.0000
142	770.0000	821.0000	0.0000
143	1016.0000	647.0000	0.0000
144	718.0000	875.0000	0.0000
145	830.0000	736.0000	0.0000
146	1034.0000	843.0000	0.0000
147	1204.0000	348.0000	0.0000
148	997.0000	736.0000	0.0000
149	788.0000	693.0000	0.0000
150	870.0000	677.0000	0.0000
151	1002.0000	627.0000	0.0000
152	993.0000	552.0000	0.0000
153	972.0000	584.0000	0.0000
154	1278.0000	309.0000	0.0000
155	1081.0000	595.0000	0.0000
156	771.0000	701.0000	0.0000
157	956.0000	748.0000	0.0000
158	829.0000	977.0000	0.0000
159	1004.0000	747.0000	0.0000
160	926.0000	576.0000	0.0000
161	1070.0000	925.0000	0.0000
162	906.0000	593.0000	0.0000
163	804.0000	734.0000	0.0000
164	850.0000	561.0000	0.0000
165	817.0000	586.0000	0.0000
166	1034.0000	592.0000	0.0000
167	779.0000	578.0000	0.0000
168	992.0000	714.0000	0.0000
169	737.0000	849.0000	0.0000
170	973.0000	889.0000	0.0000
171	895.0000	711.0000	0.0000
172	953.0000	730.0000	0.0000
173	881.0000	791.0000	0.0000
174	803.0000	772.0000	0.0000
175	1055.0000	884.0000	0.0000
176	979.0000	612.0000	0.0000
177	717.0000	612.0000	0.0000
178	1012.0000	1035.0000	0.0000
179	791.0000	679.0000	0.0000
180	887.0000	758.0000	0.0000
181	799.0000	785.0000	0.0000
182	1250.0000	305.0000	0.0000
183	1121.0000	445.0000	0.0000
184	932.0000	561.0000	0.0000
185	711.0000	866.0000	0.0000
186	778.0000	1013.0000	0.0000
187	1146.0000	764.0000	0.0000
188	1051.0000	683.0000	0.0000
189	1077.0000	303.0000	0.0000
190	812.0000	299.0000	0.0000
191	864.0000	857.0000	0.0000
192	1188.0000	601.0000	0.0000
193	985.0000	694.0000	0.0000
194	782.0000	799.0000	0.0000
195	1066.0000	909.0000	0.0000
196	1168.0000	602.0000	0.0000
197	1032.0000	664.0000	0.0000
198	943.0000	455.0000	0.0000
199	901.0000	613.0000	0.0000
200	924.0000	610.0000	0.0000
201	922.0000	635.0000	0.0000
202	701.0000	769.0000	0.0000
203	1079.0000	943.0000	0.0000
204	994.0000	954.0000	0.0000
205	720.0000	549.0000	0.0000
206	1254.0000	496.0000	0.0000
207	844.0000	922.0000	0.0000
208	942.0000	531.0000	0.0000
209	1168.0000	788.0000	0.0000
210	939.0000	334.0000	0.0000
211	899.0000	497.0000	0.0000
212	1192.0000	807.0000	0.0000
213	872.0000	568.0000	0.0000
214	841.0000	950.0000	0.0000
215	659.0000	737.0000	0.0000
216	699.0000	717.0000	0.0000
217	1030.0000	821.0000	0.0000
218	1326.0000	592.0000	0.0000
219	822.0000	999.0000	0.0000
220	780.0000	692.0000	0.0000
221	1091.0000	975.0000	0.0000
222	965.0000	816.0000	0.0000
223	756.0000	613.0000	0.0000
224	991.0000	726.0000	0.0000
225	917.0000	600.0000	0.0000
226	960.0000	564.0000	0.0000
227	1216.0000	595.0000	0.0000
228	885.0000	473.0000	0.0000
229	873.0000	821.0000	0.0000
230	974.0000	869.0000	0.0000
231	1219.0000	826.0000	0.0000
232	774.0000	718.0000	0.0000
233	1008.0000	546.0000	0.0000
234	838.0000	662.0000	0.0000
235	815.0000	756.0000	0.0000
236	777.0000	613.0000	0.0000
237	1008.0000	1022.0000	0.0000
238	1044.0000	871.0000	0.0000
239	863.0000	842.0000	0.0000
240	856.0000	896.0000	0.0000
241	945.0000	698.0000	0.0000
242	912.0000	627.0000	0.0000
243	850.0000	605.0000	0.0000
244	819.0000	326.0000	0.0000
245	1118.0000	748.0000	0.0000
246	761.0000	566.0000	0.0000
247	877.0000	777.0000	0.0000
248	851.0000	716.0000	0.0000
249	835.0000	589.0000	0.0000
250	891.0000	739.0000	0.0000
251	709.0000	607.0000	0.0000
252	782.0000	738.0000	0.0000
253	1151.0000	775.0000	0.0000
254	840.0000	611.0000	0.0000
255	688.0000	540.0000	0.0000
256	1020.0000	793.0000	0.0000
257	854.0000	585.0000	0.0000
258	1214.0000	344.0000	0.0000
259	1108.0000	739.0000	0.0000
